,0
14188,28.3
14189,27.8
14190,27.9
14191,27.9
14192,30.6
14193,32.4
14194,33.4
14195,34.2
14196,34.2
14197,35.0
14198,35.0
14199,33.8
14200,32.4
14201,31.9
14202,31.1
14203,29.2
14204,29.4
14205,28.6
14206,28.9
14207,28.8
14208,28.7
14209,28.5
14210,28.2
14211,28.2
14212,28.1
14213,27.9
14214,27.9
14215,28.4
14216,29.5
14217,30.6
14218,32.4
14219,31.8
14220,32.2
14221,33.6
14222,33.7
14223,33.8
14224,32.2
14225,31.8
14226,30.5
14227,29.4
14228,29.0
14229,28.7
14230,28.3
14231,28.0
14232,28.0
14233,28.0
14234,28.0
14235,28.0
14236,26.9
14237,26.5
14238,26.9
14239,27.1
14240,29.5
14241,30.5
14242,27.6
14243,29.2
14244,31.8
14245,33.9
14246,33.5
14247,32.8
14248,31.3
14249,30.7
14250,29.9
14251,29.0
14252,28.2
14253,28.6
14254,28.0
14255,28.0
14256,27.1
14257,27.8
14258,27.1
14259,27.0
14260,26.7
14261,27.1
14262,27.1
14263,27.1
14264,29.3
14265,31.0
14266,32.3
14267,32.3
14268,33.2
14269,32.8
14270,34.1
14271,33.9
14272,33.0
14273,32.9
14274,31.3
14275,29.4
14276,29.4
14277,29.0
14278,28.6
14279,28.4
14280,28.5
14281,28.2
14282,28.3
14283,27.6
14284,27.0
14285,26.6
14286,26.6
14287,26.7
14288,29.6
14289,29.2
14290,33.0
14291,33.0
14292,33.0
14293,33.0
14294,32.8
14295,32.8
14296,32.0
14297,34.0
14298,31.4
14299,30.3
14300,30.0
14301,29.2
14302,28.9
14303,28.1
14304,28.4
14305,27.0
14306,27.0
14307,26.9
14308,26.7
14309,26.7
14310,26.5
14311,26.8
14312,28.4
14313,30.0
14314,31.4
14315,31.8
14316,32.0
14317,32.7
14318,33.0
14319,32.7
14320,32.2
14321,32.2
14322,31.0
14323,30.2
14324,30.0
14325,29.5
14326,29.4
14327,29.1
14328,28.4
14329,28.3
14330,28.0
14331,28.0
14332,26.9
14333,27.8
14334,27.4
14335,26.5
14336,29.1
14337,30.3
14338,32.6
14339,33.0
14340,32.8
14341,34.1
14342,33.9
14343,27.5
14344,26.6
14345,26.1
14346,26.2
14347,26.4
14348,26.4
14349,29.0
14350,26.2
14351,27.0
14352,27.2
14353,26.0
14354,26.3
14355,26.6
14356,26.3
14357,26.6
14358,26.3
14359,26.3
14360,26.9
14361,27.9
14362,30.5
14363,28.5
14364,30.0
14365,28.4
14366,28.4
14367,27.0
14368,25.3
14369,26.1
14370,26.1
14371,24.6
14372,24.9
14373,24.9
14374,23.1
14375,23.1
14376,26.8
14377,23.5
14378,23.1
14379,23.0
14380,26.1
14381,23.6
14382,23.5
14383,23.5
14384,25.0
14385,24.1
14386,24.2
14387,24.0
14388,24.8
14389,27.1
14390,25.0
14391,24.5
14392,24.4
14393,24.4
14394,24.7
14395,24.9
14396,25.0
14397,25.0
14398,25.2
14399,25.2
14400,25.2
14401,24.5
14402,25.0
14403,25.1
14404,25.1
14405,25.1
14406,25.1
14407,25.0
14408,25.0
14409,25.0
14410,26.2
14411,26.0
14412,26.2
14413,26.1
14414,27.0
14415,27.8
14416,27.1
14417,27.0
14418,26.7
14419,26.6
14420,26.8
14421,26.0
14422,26.3
14423,25.9
14424,26.3
14425,27.2
14426,27.6
14427,26.6
14428,26.6
14429,26.6
14430,26.5
14431,26.9
14432,28.6
14433,29.3
14434,29.9
14435,30.9
14436,30.9
14437,31.2
14438,31.6
14439,31.0
14440,30.2
14441,30.1
14442,28.1
14443,27.2
14444,27.8
14445,27.8
14446,27.8
14447,27.6
14448,27.0
14449,27.0
14450,26.7
14451,26.6
14452,26.5
14453,26.7
14454,26.1
14455,26.1
14456,26.6
14457,26.9
14458,27.3
14459,27.8
14460,28.2
14461,28.9
14462,31.9
14463,29.7
14464,29.6
14465,28.7
14466,29.1
14467,29.1
14468,29.2
14469,32.5
14470,29.2
14471,29.1
14472,29.0
14473,29.0
14474,29.5
14475,29.4
14476,29.0
14477,29.2
14478,28.9
14479,28.9
14480,29.4
14481,29.9
14482,30.0
14483,31.4
14484,33.1
14485,34.0
14486,34.0
14487,33.9
14488,33.1
14489,32.7
14490,30.1
14491,30.1
14492,29.0
14493,29.0
14494,28.4
14495,28.0
14496,28.0
14497,27.1
14498,27.0
14499,27.2
14500,26.0
14501,26.0
14502,25.5
14503,26.0
14504,27.0
14505,29.0
14506,30.0
14507,32.6
14508,33.3
14509,33.0
14510,33.9
14511,32.0
14512,31.0
14513,30.5
14514,29.5
14515,28.7
14516,27.8
14517,28.0
14518,27.8
14519,27.7
14520,27.4
14521,27.2
14522,27.0
14523,27.0
14524,26.0
14525,26.2
14526,25.7
14527,26.5
14528,28.2
14529,30.0
14530,30.6
14531,32.1
14532,30.0
14533,33.0
14534,32.1
14535,31.5
14536,30.6
14537,30.6
14538,29.2
14539,28.7
14540,28.4
14541,28.0
14542,28.0
14543,27.8
14544,27.3
14545,27.2
14546,27.1
14547,27.0
14548,27.1
14549,27.1
14550,26.2
14551,27.4
14552,29.3
14553,31.0
14554,32.4
14555,32.7
14556,33.2
14557,33.2
14558,33.2
14559,32.6
14560,32.2
14561,31.2
14562,33.8
14563,29.2
14564,29.0
14565,28.7
14566,28.6
14567,28.2
14568,28.0
14569,28.1
14570,28.0
14571,25.7
14572,27.1
14573,27.1
14574,27.0
14575,27.8
14576,29.0
14577,30.6
14578,30.4
14579,31.6
14580,32.2
14581,30.6
14582,31.2
14583,30.6
14584,30.6
14585,28.2
14586,27.9
14587,27.2
14588,27.4
14589,25.5
14590,27.1
14591,27.0
14592,26.899999999999995
14593,26.899999999999995
14594,26.9
14595,26.6
14596,26.1
14597,26.1
14598,26.100000000000005
14599,26.9
14600,28.5
14601,30.1
14602,31.6
14603,32.1
14604,32.2
14605,32.8
14606,32.8
14607,32.3
14608,32.0
14609,30.4
14610,29.5
14611,28.8
14612,28.5
14613,28.4
14614,28.4
14615,27.9
14616,28.0
14617,27.7
14618,28.0
14619,27.6
14620,27.0
14621,27.1
14622,27.0
14623,27.1
14624,29.1
14625,31.2
14626,32.0
14627,32.5
14628,32.9
14629,32.9
14630,33.0
14631,32.2
14632,31.9
14633,30.5
14634,29.0
14635,28.5
14636,28.5
14637,28.6
14638,28.1
14639,29.0
14640,27.7
14641,28.0
14642,27.6
14643,27.4
14644,27.0
14645,27.1
14646,27.0
14647,27.8
14648,29.0
14649,30.6
14650,31.9
14651,32.1
14652,31.2
14653,31.2
14654,31.2
14655,30.0
14656,29.0
14657,28.0
14658,28.2
14659,27.2
14660,27.9
14661,27.4
14662,27.7
14663,27.7
14664,27.3
14665,27.9
14666,27.9
14667,28.9
14668,27.1
14669,27.3
14670,27.4
14671,28.2
14672,29.1
14673,30.0
14674,31.2
14675,32.5
14676,32.8
14677,32.5
14678,32.2
14679,32.4
14680,32.2
14681,30.8
14682,30.0
14683,29.8
14684,29.0
14685,28.9
14686,29.4
14687,29.0
14688,29.0
14689,29.0
14690,28.0
14691,28.3
14692,27.9
14693,27.0
14694,26.9
14695,27.0
14696,29.8
14697,31.0
14698,32.7
14699,33.2
14700,33.7
14701,34.2
14702,33.3
14703,32.4
14704,32.6
14705,30.7
14706,30.3
14707,30.2
14708,29.9
14709,29.1
14710,28.9
14711,28.5
14712,28.0
14713,27.9
14714,27.4
14715,27.0
14716,26.9
14717,27.4
14718,26.2
14719,27.0
14720,28.6
14721,31.3
14722,32.6
14723,32.9
14724,32.9
14725,33.3
14726,32.4
14727,32.0
14728,31.9
14729,31.9
14730,30.5
14731,29.7
14732,29.0
14733,28.6
14734,28.1
14735,28.0
14736,28.0
14737,28.5
14738,28.4
14739,28.4
14740,27.6
14741,27.4
14742,27.2
14743,27.3
14744,28.4
14745,28.6
14746,31.8
14747,32.0
14748,33.5
14749,32.9
14750,32.6
14751,33.7
14752,33.3
14753,31.4
14754,31.4
14755,30.3
14756,28.9
14757,29.9
14758,28.8
14759,28.5
14760,28.5
14761,27.5
14762,27.5
14763,27.5
14764,26.8
14765,26.5
14766,26.8
14767,26.8
14768,27.9
14769,30.3
14770,32.0
14771,33.3
14772,34.5
14773,34.5
14774,33.4
14775,33.2
14776,33.5
14777,30.8
14778,29.6
14779,29.7
14780,29.2
14781,29.1
14782,29.4
14783,28.0
14784,28.7
14785,27.9
14786,27.0
14787,27.0
14788,27.1
14789,26.6
14790,26.6
14791,26.8
14792,28.4
14793,29.0
14794,29.9
14795,31.1
14796,31.9
14797,33.3
14798,33.5
14799,32.9
14800,32.3
14801,30.9
14802,29.2
14803,29.5
14804,29.3
14805,29.2
14806,28.6
14807,28.3
14808,27.1
14809,27.7
14810,27.4
14811,27.4
14812,27.2
14813,26.8
14814,26.5
14815,26.6
14816,28.0
14817,30.4
14818,32.2
14819,33.4
14820,33.6
14821,33.6
14822,34.0
14823,33.2
14824,33.1
14825,30.3
14826,30.3
14827,30.3
14828,29.7
14829,29.9
14830,29.4
14831,28.5
14832,27.9
14833,27.5
14834,27.2
14835,27.1
14836,27.6
14837,26.7
14838,26.6
14839,26.5
14840,26.1
14841,29.9
14842,31.8
14843,33.0
14844,32.6
14845,32.6
14846,32.8
14847,33.3
14848,33.1
14849,31.0
14850,30.5
14851,30.4
14852,30.0
14853,29.2
14854,28.7
14855,28.7
14856,27.9
14857,27.5
14858,27.0
14859,26.7
14860,26.9
14861,26.9
14862,27.2
14863,25.3
14864,29.3
14865,29.8
14866,31.3
14867,32.2
14868,33.9
14869,32.3
14870,33.0
14871,30.5
14872,30.5
14873,30.5
14874,29.8
14875,29.3
14876,29.3
14877,28.4
14878,27.5
14879,27.0
14880,26.5
14881,26.5
14882,26.5
14883,28.4
14884,25.7
14885,25.7
14886,25.3
14887,26.1
14888,29.8
14889,29.0
14890,31.8
14891,32.2
14892,32.6
14893,31.9
14894,32.8
14895,32.4
14896,31.3
14897,32.9
14898,29.9
14899,29.7
14900,28.8
14901,28.4
14902,28.6
14903,27.3
14904,26.8
14905,26.5
14906,26.5
14907,26.5
14908,27.5
14909,25.4
14910,25.4
14911,25.5
14912,26.7
14913,29.1
14914,30.9
14915,32.6
14916,33.5
14917,33.4
14918,33.4
14919,33.4
14920,31.0
14921,31.0
14922,29.9
14923,29.3
14924,29.0
14925,28.8
14926,28.8
14927,28.1
14928,27.7
14929,28.4
14930,26.8
14931,26.5
14932,26.3
14933,25.9
14934,25.8
14935,26.1
14936,27.1
14937,29.1
14938,26.1
14939,27.8
14940,28.6
14941,26.6
14942,26.0
14943,26.1
14944,26.4
14945,27.1
14946,26.8
14947,26.6
14948,26.1
14949,25.9
14950,26.5
14951,25.9
14952,25.4
14953,25.2
14954,25.1
14955,25.1
14956,24.9
14957,24.8
14958,24.7
14959,24.7
14960,24.8
14961,25.8
14962,29.7
14963,27.6
14964,27.0
14965,27.0
14966,25.3
14967,26.1
14968,24.6
14969,24.4
14970,24.6
14971,26.4
14972,24.7
14973,28.3
14974,23.4
14975,28.0
14976,28.0
14977,23.9
14978,23.8
14979,23.8
14980,26.8
14981,22.1
14982,22.0
14983,22.2
14984,22.6
14985,22.6
14986,22.8
14987,22.9
14988,22.9
14989,22.9
14990,22.9
14991,23.4
14992,23.4
14993,23.4
14994,23.4
14995,23.4
14996,23.4
14997,23.1
14998,23.1
14999,23.2
15000,23.0
15001,22.6
15002,22.0
15003,21.7
15004,21.7
15005,22.0
15006,21.8
15007,21.7
15008,21.9
15009,22.2
15010,22.3
15011,22.3
15012,22.9
15013,23.5
15014,23.7
15015,24.0
15016,24.1
15017,24.1
15018,23.8
15019,23.8
15020,23.6
15021,27.9
15022,23.6
15023,24.4
15024,24.5
15025,25.0
15026,25.4
15027,25.1
15028,25.4
15029,26.1
15030,25.7
15031,25.6
15032,25.6
15033,25.5
15034,25.5
15035,25.6
15036,25.6
15037,25.5
15038,25.5
15039,25.6
15040,25.8
15041,26.1
15042,25.8
15043,26.3
15044,26.4
15045,26.4
15046,26.4
15047,26.0
15048,25.3
15049,25.2
15050,25.2
15051,24.9
15052,24.2
15053,27.4
15054,26.5
15055,22.2
15056,22.4
15057,22.4
15058,23.1
15059,22.8
15060,22.7
15061,22.5
15062,22.3
15063,22.5
15064,22.3
15065,22.5
15066,22.5
15067,23.5
15068,22.0
15069,22.0
15070,22.0
15071,22.0
15072,21.6
15073,21.4
15074,21.7
15075,21.6
15076,21.4
15077,21.4
15078,21.3
15079,22.5
15080,23.3
15081,22.9
15082,23.7
15083,24.0
15084,24.4
15085,28.4
15086,24.0
15087,24.0
15088,23.9
15089,23.9
15090,23.1
15091,22.6
15092,22.3
15093,22.5
15094,22.4
15095,22.3
15096,22.7
15097,22.7
15098,22.8
15099,24.2
15100,23.2
15101,24.3
15102,23.3
15103,23.7
15104,24.5
15105,25.1
15106,25.9
15107,26.7
15108,27.0
15109,26.0
15110,25.9
15111,26.6
15112,25.5
15113,25.5
15114,24.7
15115,24.6
15116,24.7
15117,24.1
15118,24.0
15119,25.2
15120,24.7
15121,24.3
15122,24.2
15123,24.1
15124,24.2
15125,25.0
15126,25.0
15127,24.4
15128,25.0
15129,25.3
15130,25.3
15131,25.7
15132,26.4
15133,28.4
15134,26.1
15135,25.7
15136,26.5
15137,25.5
15138,24.8
15139,24.8
15140,24.8
15141,25.0
15142,25.0
15143,25.2
15144,25.2
15145,25.1
15146,25.1
15147,24.9
15148,25.1
15149,23.5
15150,23.2
15151,23.4
15152,24.5
15153,24.8
15154,27.3
15155,25.4
15156,25.5
15157,25.7
15158,26.3
15159,25.9
15160,25.7
15161,25.5
15162,27.6
15163,25.3
15164,24.8
15165,25.0
15166,25.3
15167,25.2
15168,25.4
15169,25.1
15170,25.0
15171,25.0
15172,25.0
15173,25.2
15174,25.0
15175,24.7
15176,25.0
15177,26.3
15178,25.9
15179,26.3
15180,26.2
15181,26.5
15182,26.0
15183,26.5
15184,26.2
15185,26.0
15186,25.0
15187,25.0
15188,24.8
15189,24.5
15190,24.3
15191,24.1
15192,23.7
15193,23.5
15194,23.2
15195,23.4
15196,23.3
15197,23.3
15198,23.3
15199,23.4
15200,24.3
15201,24.7
15202,26.9
15203,27.3
15204,27.2
15205,26.9
15206,28.4
15207,26.4
15208,28.4
15209,25.5
15210,25.0
15211,24.3
15212,23.9
15213,23.6
15214,23.6
15215,23.6
15216,23.7
15217,23.0
15218,22.6
15219,21.2
15220,21.1
15221,21.1
15222,21.0
15223,21.2
15224,21.7
15225,24.9
15226,27.3
15227,28.3
15228,28.6
15229,28.8
15230,28.4
15231,27.9
15232,27.0
15233,26.2
15234,25.2
15235,24.2
15236,24.4
15237,24.3
15238,23.9
15239,23.7
15240,22.8
15241,22.1
15242,21.6
15243,21.0
15244,20.5
15245,20.7
15246,20.7
15247,20.8
15248,22.1
15249,24.7
15250,27.0
15251,27.0
15252,26.3
15253,26.3
15254,26.2
15255,26.2
15256,25.7
15257,25.2
15258,25.7
15259,24.2
15260,23.9
15261,23.3
15262,22.5
15263,22.2
15264,20.7
15265,21.8
15266,21.0
15267,21.3
15268,20.9
15269,20.9
15270,20.7
15271,20.7
15272,22.2
15273,24.6
15274,27.2
15275,26.8
15276,26.4
15277,26.9
15278,26.7
15279,26.5
15280,26.3
15281,24.4
15282,24.4
15283,25.2
15284,23.3
15285,23.1
15286,22.1
15287,21.5
15288,21.0
15289,19.8
15290,20.9
15291,19.8
15292,20.5
15293,20.7
15294,18.8
15295,20.8
15296,22.1
15297,24.7
15298,27.0
15299,27.0
15300,28.0
15301,28.0
15302,28.0
15303,25.4
15304,25.0
15305,24.7
15306,24.2
15307,23.6
15308,23.2
15309,23.1
15310,23.0
15311,22.7
15312,22.5
15313,22.0
15314,22.0
15315,21.4
15316,22.1
15317,22.1
15318,22.2
15319,23.4
15320,21.3
15321,24.6
15322,23.9
15323,24.2
15324,24.6
15325,24.8
15326,24.7
15327,25.9
15328,24.1
15329,24.5
15330,23.2
15331,22.3
15332,22.3
15333,22.3
15334,22.3
15335,20.1
15336,19.5
15337,18.9
15338,18.8
15339,18.4
15340,18.2
15341,17.9
15342,17.9
15343,18.6
15344,22.3
15345,24.5
15346,25.5
15347,26.2
15348,26.7
15349,26.9
15350,26.4
15351,26.2
15352,25.5
15353,27.8
15354,24.0
15355,23.4
15356,23.1
15357,23.1
15358,22.7
15359,22.8
15360,22.6
15361,22.4
15362,22.3
15363,22.3
15364,22.2
15365,22.1
15366,22.0
15367,22.5
15368,23.7
15369,24.9
15370,25.5
15371,26.4
15372,27.8
15373,28.0
15374,27.3
15375,28.0
15376,25.5
15377,24.5
15378,24.0
15379,23.4
15380,23.5
15381,23.0
15382,22.9
15383,22.6
15384,22.3
15385,22.4
15386,22.4
15387,22.4
15388,22.2
15389,22.4
15390,21.9
15391,21.9
15392,24.2
15393,24.9
15394,26.7
15395,27.2
15396,27.4
15397,27.4
15398,27.9
15399,27.3
15400,26.2
15401,26.1
15402,25.1
15403,24.4
15404,22.4
15405,23.7
15406,23.7
15407,23.2
15408,23.3
15409,23.2
15410,22.1
15411,22.8
15412,22.8
15413,22.3
15414,22.6
15415,23.0
15416,24.6
15417,26.7
15418,27.7
15419,27.9
15420,27.3
15421,28.6
15422,28.6
15423,28.0
15424,27.3
15425,26.5
15426,25.8
15427,25.4
15428,25.3
15429,24.4
15430,24.8
15431,24.3
15432,24.5
15433,24.3
15434,24.3
15435,24.0
15436,24.1
15437,24.0
15438,23.8
15439,24.100000000000005
15440,24.9
15441,25.6
15442,27.0
15443,26.8
15444,27.2
15445,27.5
15446,26.8
15447,26.0
15448,25.5
15449,25.2
15450,24.7
15451,24.6
15452,23.6
15453,24.4
15454,24.4
15455,24.3
15456,23.0
15457,24.1
15458,24.1
15459,20.9
15460,21.0
15461,22.7
15462,22.7
15463,23.3
15464,23.5
15465,24.4
15466,25.9
15467,28.9
15468,27.2
15469,26.0
15470,26.4
15471,26.0
15472,24.9
15473,24.9
15474,24.5
15475,24.1
15476,23.8
15477,24.8
15478,23.6
15479,23.3
15480,23.1
15481,23.0
15482,22.8
15483,22.9
15484,25.0
15485,22.7
15486,22.7
15487,23.0
15488,24.1
15489,26.0
15490,27.2
15491,27.3
15492,27.7
15493,29.3
15494,29.3
15495,27.5
15496,27.3
15497,26.5
15498,25.8
15499,25.4
15500,25.2
15501,25.2
15502,25.4
15503,25.2
15504,25.0
15505,27.6
15506,24.7
15507,24.6
15508,23.7
15509,23.7
15510,22.9
15511,22.8
15512,23.7
15513,25.3
15514,26.5
15515,27.7
15516,27.8
15517,28.8
15518,27.8
15519,27.2
15520,27.2
15521,26.1
15522,25.2
15523,24.9
15524,24.8
15525,24.6
15526,24.6
15527,23.3
15528,24.2
15529,24.1
15530,23.2
15531,22.6
15532,22.4
15533,22.4
15534,22.5
15535,22.4
15536,24.3
15537,24.4
15538,26.7
15539,27.4
15540,27.3
15541,27.0
15542,25.9
15543,25.6
15544,24.6
15545,24.6
15546,24.4
15547,24.4
15548,22.4
15549,24.1
15550,23.9
15551,23.6
15552,23.6
15553,23.4
15554,23.3
15555,23.3
15556,23.3
15557,23.2
15558,23.0
15559,22.9
15560,23.5
15561,24.2
15562,24.3
15563,25.5
15564,24.1
15565,24.8
15566,24.1
15567,24.1
15568,23.6
15569,23.1
15570,22.9
15571,22.5
15572,22.4
15573,22.3
15574,21.9
15575,21.7
15576,21.8
15577,21.6
15578,21.8
15579,23.4
15580,21.1
15581,21.1
15582,21.4
15583,21.7
15584,21.8
15585,22.3
15586,23.2
15587,24.3
15588,24.9
15589,24.3
15590,24.3
15591,23.8
15592,23.6
15593,24.6
15594,23.0
15595,23.0
15596,22.4
15597,22.9
15598,22.9
15599,22.7
15600,22.4
15601,22.3
15602,22.2
15603,22.1
15604,24.8
15605,22.2
15606,22.4
15607,22.2
15608,22.8
15609,23.5
15610,25.1
15611,25.1
15612,28.4
15613,24.3
15614,24.7
15615,24.7
15616,28.4
15617,23.8
15618,23.3
15619,23.1
15620,23.0
15621,23.0
15622,23.1
15623,23.1
15624,22.9
15625,22.9
15626,22.9
15627,23.1
15628,23.1
15629,23.0
15630,22.9
15631,22.9
15632,23.2
15633,24.4
15634,24.7
15635,24.4
15636,26.5
15637,24.0
15638,24.0
15639,28.4
15640,28.4
15641,23.8
15642,23.8
15643,23.7
15644,24.8
15645,23.4
15646,23.3
15647,23.3
15648,23.4
15649,23.2
15650,22.9
15651,22.7
15652,22.9
15653,22.9
15654,22.7
15655,24.7
15656,23.2
15657,25.8
15658,24.1
15659,23.8
15660,23.6
15661,23.5
15662,24.3
15663,24.3
15664,23.9
15665,23.3
15666,24.6
15667,22.7
15668,22.7
15669,22.8
15670,26.2
15671,22.6
15672,22.6
15673,22.8
15674,23.0
15675,23.2
15676,23.6
15677,24.0
15678,23.6
15679,24.8
15680,25.2
15681,27.1
15682,30.0
15683,30.0
15684,30.8
15685,30.8
15686,31.1
15687,30.8
15688,30.8
15689,29.5
15690,28.6
15691,28.1
15692,27.9
15693,27.6
15694,27.6
15695,27.6
15696,27.3
15697,27.6
15698,27.5
15699,27.3
15700,26.9
15701,26.9
15702,27.0
15703,27.0
15704,27.5
15705,29.8
15706,31.4
15707,31.4
15708,31.4
15709,31.6
15710,30.8
15711,29.5
15712,30.0
15713,28.4
15714,28.3
15715,27.1
15716,27.1
15717,26.6
15718,26.6
15719,26.6
15720,25.9
15721,25.8
15722,25.6
15723,25.3
15724,25.4
15725,25.3
15726,25.0
15727,25.4
15728,26.8
15729,28.4
15730,29.7
15731,29.6
15732,29.4
15733,29.1
15734,28.4
15735,27.2
15736,25.6
15737,26.2
15738,24.7
15739,23.4
15740,23.4
15741,23.4
15742,24.0
15743,24.0
15744,24.2
15745,24.3
15746,24.6
15747,24.5
15748,24.5
15749,24.6
15750,24.2
15751,24.2
15752,24.2
15753,24.4
15754,24.6
15755,24.4
15756,25.2
15757,25.2
15758,25.0
15759,24.2
15760,24.4
15761,23.5
15762,23.5
15763,23.3
15764,23.3
15765,23.8
15766,23.7
15767,24.0
15768,23.9
15769,23.8
15770,24.1
15771,23.8
15772,24.100000000000005
15773,24.100000000000005
15774,24.6
15775,23.5
15776,22.4
15777,25.9
15778,25.9
15779,26.8
15780,26.7
15781,26.0
15782,26.0
15783,26.1
15784,26.2
15785,25.6
15786,25.3
15787,24.8
15788,25.2
15789,25.4
15790,25.2
15791,24.6
15792,24.6
15793,24.7
15794,25.0
15795,25.1
15796,24.6
15797,24.6
15798,23.9
15799,24.4
15800,26.8
15801,28.3
15802,30.0
15803,30.7
15804,31.6
15805,31.6
15806,30.0
15807,30.2
15808,28.1
15809,28.1
15810,27.5
15811,26.7
15812,26.7
15813,26.8
15814,25.9
15815,25.9
15816,26.0
15817,25.8
15818,25.4
15819,25.0
15820,25.0
15821,24.6
15822,24.1
15823,23.5
15824,24.2
15825,24.6
15826,24.4
15827,25.5
15828,24.7
15829,24.1
15830,24.1
15831,23.5
15832,22.9
15833,21.6
15834,22.0
15835,21.6
15836,20.9
15837,20.9
15838,20.8
15839,21.3
15840,21.4
15841,21.4
15842,21.5
15843,21.5
15844,20.8
15845,20.6
15846,21.0
15847,21.0
15848,23.0
15849,23.0
15850,23.2
15851,23.8
15852,23.6
15853,23.5
15854,23.7
15855,22.9
15856,22.8
15857,22.5
15858,22.2
15859,22.2
15860,22.4
15861,22.4
15862,22.0
15863,22.0
15864,21.7
15865,21.7
15866,22.0
15867,22.0
15868,21.9
15869,21.9
15870,22.1
15871,21.9
15872,23.5
15873,22.4
15874,25.6
15875,26.8
15876,27.1
15877,26.8
15878,26.8
15879,26.5
15880,24.4
15881,24.8
15882,24.5
15883,24.6
15884,24.6
15885,24.5
15886,24.7
15887,24.6
15888,24.4
15889,24.7
15890,24.6
15891,24.6
15892,24.6
15893,24.3
15894,24.3
15895,24.4
15896,24.4
15897,22.8
15898,28.4
15899,28.4
15900,29.6
15901,30.2
15902,29.9
15903,29.7
15904,29.0
15905,27.8
15906,26.8
15907,26.1
15908,26.1
15909,25.8
15910,25.8
15911,25.0
15912,24.3
15913,24.3
15914,22.6
15915,22.6
15916,21.0
15917,23.2
15918,23.2
15919,23.4
15920,24.7
15921,25.6
15922,27.6
15923,31.0
15924,30.8
15925,30.9
15926,30.1
15927,29.5
15928,28.8
15929,29.5
15930,26.9
15931,26.4
15932,26.9
15933,25.4
15934,24.8
15935,24.0
15936,24.7
15937,23.1
15938,23.0
15939,23.0
15940,23.1
15941,23.3
15942,23.2
15943,23.2
15944,23.9
15945,25.1
15946,26.7
15947,27.1
15948,27.1
15949,26.1
15950,26.3
15951,27.0
15952,27.0
15953,25.6
15954,25.6
15955,25.5
15956,25.2
15957,25.2
15958,24.7
15959,24.7
15960,24.5
15961,24.3
15962,24.3
15963,24.1
15964,24.1
15965,24.1
15966,23.2
15967,23.2
15968,23.5
15969,24.1
15970,24.5
15971,24.4
15972,23.1
15973,24.3
15974,24.1
15975,23.9
15976,23.1
15977,23.8
15978,25.4
15979,22.6
15980,22.9
15981,23.0
15982,22.9
15983,22.1
15984,21.7
15985,21.7
15986,22.0
15987,21.6
15988,21.3
15989,21.4
15990,21.4
15991,18.9
15992,21.1
15993,20.6
15994,20.6
15995,20.6
15996,20.2
15997,20.1
15998,20.2
15999,20.2
16000,19.6
16001,19.4
16002,19.2
16003,19.1
16004,18.9
16005,18.7
16006,18.4
16007,18.1
16008,17.9
16009,17.8
16010,17.8
16011,17.5
16012,17.5
16013,18.0
16014,18.0
16015,18.0
16016,18.6
16017,18.6
16018,18.6
16019,18.6
16020,19.0
16021,19.5
16022,19.1
16023,19.6
16024,19.6
16025,19.5
16026,19.5
16027,19.8
16028,19.8
16029,19.1
16030,19.1
16031,20.4
16032,18.7
16033,18.7
16034,18.7
16035,18.6
16036,18.6
16037,18.6
16038,18.7
16039,18.7
16040,19.9
16041,20.7
16042,21.4
16043,21.4
16044,21.2
16045,22.2
16046,21.9
16047,21.7
16048,21.3
16049,21.4
16050,21.5
16051,22.1
16052,22.1
16053,22.1
16054,22.1
16055,22.2
16056,22.0
16057,22.2
16058,22.2
16059,22.5
16060,22.8
16061,22.5
16062,22.7
16063,22.5
16064,22.6
16065,22.8
16066,22.8
16067,24.5
16068,24.5
16069,24.3
16070,24.5
16071,23.6
16072,22.8
16073,22.5
16074,25.4
16075,22.0
16076,21.7
16077,21.3
16078,21.3
16079,21.3
16080,22.6
16081,21.3
16082,21.3
16083,21.1
16084,21.3
16085,21.3
16086,21.4
16087,21.4
16088,22.2
16089,23.1
16090,23.1
16091,24.5
16092,24.5
16093,23.0
16094,23.6
16095,23.1
16096,23.1
16097,22.8
16098,22.7
16099,22.7
16100,22.7
16101,22.5
16102,22.5
16103,22.6
16104,22.6
16105,22.4
16106,22.5
16107,22.5
16108,22.3
16109,22.3
16110,22.2
16111,22.2
16112,22.2
16113,24.0
16114,24.8
16115,25.6
16116,25.9
16117,25.4
16118,25.9
16119,25.4
16120,24.0
16121,23.3
16122,21.3
16123,21.3
16124,21.4
16125,23.8
16126,22.4
16127,25.5
16128,21.8
16129,23.0
16130,21.7
16131,21.8
16132,20.2
16133,21.1
16134,21.0
16135,21.0
16136,21.2
16137,21.4
16138,21.4
16139,21.6
16140,22.0
16141,21.7
16142,20.9
16143,20.7
16144,20.6
16145,24.9
16146,20.2
16147,19.9
16148,20.2
16149,20.4
16150,20.3
16151,20.1
16152,20.2
16153,19.9
16154,19.9
16155,19.9
16156,19.9
16157,19.5
16158,19.5
16159,19.6
16160,23.2
16161,22.4
16162,21.6
16163,22.5
16164,22.5
16165,22.2
16166,22.2
16167,22.2
16168,21.5
16169,20.8
16170,20.2
16171,20.0
16172,19.9
16173,22.4
16174,20.0
16175,20.3
16176,19.8
16177,19.8
16178,19.8
16179,20.0
16180,20.1
16181,23.0
16182,20.5
16183,20.8
