,0
31709,26.5
31710,26.4
31711,26.7
31712,27.9
31713,29.0
31714,30.9
31715,32.5
31716,34.3
31717,33.3
31718,33.5
31719,27.2
31720,28.3
31721,28.8
31722,28.1
31723,28.3
31724,28.100000000000005
31725,28.0
31726,27.6
31727,27.6
31728,27.5
31729,27.3
31730,26.9
31731,26.8
31732,26.5
31733,26.4
31734,26.3
31735,26.8
31736,28.0
31737,30.0
31738,32.1
31739,33.2
31740,33.4
31741,32.7
31742,32.2
31743,31.9
31744,26.3
31745,26.6
31746,26.6
31747,27.1
31748,26.6
31749,26.7
31750,28.1
31751,27.6
31752,26.1
31753,26.0
31754,25.8
31755,26.8
31756,25.7
31757,25.7
31758,25.1
31759,25.9
31760,28.0
31761,30.7
31762,33.0
31763,33.8
31764,34.6
31765,34.0
31766,31.2
31767,27.6
31768,27.3
31769,28.9
31770,29.0
31771,28.8
31772,28.3
31773,27.7
31774,27.6
31775,26.9
31776,26.9
31777,26.6
31778,26.4
31779,25.9
31780,25.9
31781,25.7
31782,25.7
31783,26.0
31784,27.9
31785,31.4
31786,31.0
31787,32.1
31788,33.1
31789,31.9
31790,29.7
31791,28.9
31792,27.6
31793,28.5
31794,28.7
31795,28.6
31796,28.6
31797,27.9
31798,27.6
31799,27.3
31800,26.9
31801,26.7
31802,26.4
31803,25.8
31804,25.8
31805,25.9
31806,25.5
31807,26.1
31808,28.0
31809,31.1
31810,32.1
31811,34.4
31812,36.1
31813,34.9
31814,35.2
31815,35.5
31816,34.2
31817,34.0
31818,32.0
31819,32.2
31820,29.0
31821,30.0
31822,29.9
31823,28.9
31824,29.4
31825,29.1
31826,28.8
31827,29.1
31828,27.7
31829,28.2
31830,27.7
31831,27.8
31832,29.1
31833,31.4
31834,32.2
31835,34.6
31836,34.6
31837,34.6
31838,34.2
31839,34.9
31840,34.4
31841,31.5
31842,32.0
31843,31.3
31844,30.8
31845,30.8
31846,30.8
31847,28.5
31848,29.4
31849,28.1
31850,27.5
31851,27.8
31852,27.4
31853,27.2
31854,27.1
31855,27.3
31856,28.4
31857,32.1
31858,33.0
31859,34.7
31860,35.8
31861,36.6
31862,35.5
31863,35.4
31864,34.2
31865,33.4
31866,33.0
31867,32.5
31868,31.9
31869,31.4
31870,30.8
31871,30.2
31872,29.7
31873,29.5
31874,28.9
31875,28.5
31876,28.0
31877,27.5
31878,27.5
31879,27.6
31880,29.9
31881,31.6
31882,33.3
31883,34.6
31884,35.8
31885,36.0
31886,36.6
31887,36.5
31888,35.5
31889,34.6
31890,34.0
31891,32.2
31892,29.6
31893,31.0
31894,31.0
31895,30.5
31896,30.2
31897,29.1
31898,29.1
31899,26.9
31900,28.1
31901,27.8
31902,27.4
31903,27.5
31904,29.5
31905,32.0
31906,33.6
31907,35.2
31908,37.1
31909,37.8
31910,37.8
31911,38.0
31912,37.3
31913,35.6
31914,34.1
31915,33.4
31916,33.5
31917,31.5
31918,30.5
31919,30.5
31920,30.0
31921,29.6
31922,28.6
31923,27.5
31924,26.8
31925,28.1
31926,25.6
31927,26.0
31928,28.3
31929,33.6
31930,32.7
31931,34.8
31932,36.1
31933,36.4
31934,36.9
31935,36.4
31936,34.2
31937,34.2
31938,33.1
31939,32.2
31940,31.3
31941,31.0
31942,30.6
31943,30.5
31944,30.3
31945,30.1
31946,29.5
31947,28.0
31948,28.9
31949,28.6
31950,28.5
31951,28.5
31952,29.7
31953,30.9
31954,32.3
31955,34.0
31956,33.0
31957,35.2
31958,35.1
31959,33.4
31960,32.2
31961,31.7
31962,30.6
31963,30.6
31964,29.6
31965,29.5
31966,29.4
31967,29.4
31968,29.1
31969,27.7
31970,29.0
31971,28.6
31972,27.3
31973,27.3
31974,27.3
31975,27.5
31976,28.4
31977,30.9
31978,32.6
31979,33.4
31980,33.8
31981,34.2
31982,30.9
31983,32.8
31984,31.7
31985,31.5
31986,30.8
31987,30.5
31988,30.1
31989,29.2
31990,29.0
31991,28.5
31992,28.6
31993,28.3
31994,29.1
31995,27.600000000000005
31996,27.5
31997,26.8
31998,26.8
31999,27.1
32000,28.4
32001,30.3
32002,32.1
32003,34.0
32004,34.0
32005,33.0
32006,34.7
32007,32.8
32008,34.4
32009,31.0
32010,30.7
32011,29.7
32012,29.4
32013,28.9
32014,28.5
32015,28.2
32016,27.7
32017,27.4
32018,27.3
32019,27.8
32020,27.2
32021,26.2
32022,26.7
32023,26.9
32024,28.4
32025,31.3
32026,33.3
32027,32.7
32028,34.9
32029,33.6
32030,32.3
32031,33.4
32032,32.0
32033,26.7
32034,24.9
32035,27.0
32036,27.5
32037,27.399999999999995
32038,27.5
32039,27.3
32040,27.4
32041,25.9
32042,27.3
32043,27.1
32044,27.1
32045,26.4
32046,26.6
32047,27.1
32048,27.9
32049,30.0
32050,31.1
32051,32.6
32052,33.3
32053,32.3
32054,32.5
32055,25.0
32056,24.9
32057,25.6
32058,25.4
32059,25.9
32060,27.399999999999995
32061,25.4
32062,26.1
32063,26.100000000000005
32064,25.7
32065,25.7
32066,25.3
32067,25.6
32068,25.4
32069,25.6
32070,25.4
32071,26.0
32072,26.100000000000005
32073,28.0
32074,27.5
32075,29.0
32076,30.8
32077,32.4
32078,32.2
32079,30.1
32080,28.2
32081,25.6
32082,25.4
32083,25.9
32084,26.100000000000005
32085,26.100000000000005
32086,26.100000000000005
32087,25.8
32088,26.2
32089,26.0
32090,25.7
32091,25.6
32092,25.3
32093,25.4
32094,25.3
32095,25.4
32096,25.7
32097,26.7
32098,27.5
32099,31.2
32100,30.1
32101,31.4
32102,32.3
32103,31.6
32104,30.8
32105,30.3
32106,28.3
32107,28.1
32108,29.0
32109,26.0
32110,26.0
32111,26.2
32112,26.0
32113,25.9
32114,25.2
32115,25.9
32116,25.6
32117,25.5
32118,25.5
32119,25.6
32120,26.8
32121,27.8
32122,29.0
32123,30.1
32124,30.6
32125,26.0
32126,27.6
32127,28.5
32128,26.8
32129,28.0
32130,29.9
32131,28.5
32132,27.9
32133,27.9
32134,27.3
32135,26.5
32136,26.3
32137,27.7
32138,28.3
32139,25.7
32140,25.5
32141,25.5
32142,25.3
32143,25.4
32144,27.9
32145,28.5
32146,31.0
32147,32.3
32148,32.8
32149,32.3
32150,32.8
32151,34.1
32152,34.1
32153,32.9
32154,30.9
32155,29.4
32156,29.6
32157,28.9
32158,28.8
32159,29.4
32160,29.3
32161,27.600000000000005
32162,27.1
32163,25.7
32164,26.3
32165,26.0
32166,25.7
32167,26.3
32168,28.3
32169,31.2
32170,33.3
32171,34.0
32172,33.2
32173,33.2
32174,33.3
32175,33.3
32176,31.0
32177,31.0
32178,30.8
32179,30.5
32180,30.3
32181,30.3
32182,28.8
32183,28.5
32184,28.2
32185,27.5
32186,27.2
32187,25.7
32188,27.1
32189,26.6
32190,26.0
32191,26.6
32192,27.2
32193,30.5
32194,33.8
32195,32.6
32196,33.1
32197,33.3
32198,33.3
32199,30.3
32200,28.2
32201,29.8
32202,29.6
32203,28.3
32204,29.0
32205,29.0
32206,29.0
32207,28.5
32208,28.2
32209,27.600000000000005
32210,27.5
32211,28.9
32212,27.3
32213,26.9
32214,26.0
32215,26.7
32216,27.5
32217,28.8
32218,31.0
32219,32.1
32220,32.7
32221,33.7
32222,34.2
32223,34.7
32224,30.5
32225,30.2
32226,29.5
32227,29.4
32228,29.2
32229,28.7
32230,28.2
32231,27.7
32232,28.7
32233,27.8
32234,27.3
32235,28.9
32236,27.1
32237,26.3
32238,26.7
32239,25.4
32240,27.5
32241,29.7
32242,31.9
32243,33.7
32244,36.1
32245,35.4
32246,33.7
32247,32.7
32248,34.4
32249,32.8
32250,30.4
32251,30.5
32252,30.1
32253,30.1
32254,29.7
32255,29.0
32256,28.7
32257,26.3
32258,28.2
32259,27.8
32260,27.1
32261,27.4
32262,27.3
32263,27.3
32264,27.5
32265,30.6
32266,31.9
32267,32.9
32268,31.0
32269,28.7
32270,28.7
32271,27.8
32272,27.7
32273,26.8
32274,27.8
32275,27.4
32276,27.0
32277,27.1
32278,27.0
32279,27.2
32280,27.0
32281,26.5
32282,26.3
32283,25.8
32284,25.7
32285,26.0
32286,25.6
32287,26.1
32288,26.6
32289,28.0
32290,29.8
32291,31.8
32292,32.6
32293,28.7
32294,26.7
32295,26.9
32296,27.4
32297,28.6
32298,28.6
32299,28.3
32300,27.5
32301,28.0
32302,27.9
32303,27.4
32304,26.9
32305,26.7
32306,26.5
32307,26.5
32308,25.5
32309,25.6
32310,25.6
32311,25.5
32312,25.5
32313,30.3
32314,32.4
32315,33.4
32316,34.0
32317,33.6
32318,32.5
32319,32.9
32320,31.5
32321,30.5
32322,29.5
32323,28.3
32324,28.3
32325,28.1
32326,27.9
32327,27.9
32328,28.0
32329,27.7
32330,27.4
32331,27.0
32332,26.9
32333,26.4
32334,26.2
32335,27.0
32336,27.7
32337,30.9
32338,32.4
32339,33.3
32340,33.2
32341,32.1
32342,32.4
32343,32.7
32344,28.2
32345,27.2
32346,27.2
32347,28.0
32348,27.6
32349,27.4
32350,27.3
32351,27.3
32352,27.3
32353,26.7
32354,26.5
32355,26.2
32356,26.2
32357,26.2
32358,25.7
32359,25.8
32360,27.2
32361,30.3
32362,30.2
32363,33.0
32364,33.0
32365,34.3
32366,34.4
32367,33.7
32368,32.4
32369,32.4
32370,31.4
32371,30.4
32372,30.4
32373,28.5
32374,28.1
32375,28.8
32376,28.2
32377,27.600000000000005
32378,27.3
32379,27.0
32380,26.8
32381,26.4
32382,26.0
32383,26.6
32384,27.5
32385,30.0
32386,31.9
32387,34.0
32388,33.9
32389,34.9
32390,34.5
32391,34.7
32392,34.7
32393,34.4
32394,29.9
32395,30.6
32396,30.2
32397,30.2
32398,29.9
32399,28.5
32400,27.3
32401,26.7
32402,27.5
32403,27.5
32404,27.1
32405,26.7
32406,26.0
32407,26.0
32408,27.5
32409,29.4
32410,29.0
32411,30.3
32412,29.5
32413,29.0
32414,30.8
32415,30.8
32416,30.5
32417,30.5
32418,29.0
32419,28.7
32420,28.5
32421,28.5
32422,28.3
32423,28.1
32424,28.0
32425,28.0
32426,27.8
32427,27.600000000000005
32428,27.7
32429,27.6
32430,27.6
32431,27.6
32432,27.8
32433,28.1
32434,29.6
32435,30.5
32436,31.9
32437,31.2
32438,31.6
32439,31.2
32440,30.6
32441,29.5
32442,28.4
32443,27.9
32444,27.6
32445,27.4
32446,27.4
32447,27.4
32448,26.7
32449,26.3
32450,26.3
32451,27.5
32452,24.3
32453,24.3
32454,24.0
32455,24.3
32456,26.0
32457,29.0
32458,30.8
32459,31.4
32460,31.9
32461,32.4
32462,31.8
32463,31.8
32464,31.0
32465,29.5
32466,28.0
32467,27.5
32468,27.1
32469,27.5
32470,27.5
32471,27.1
32472,26.2
32473,26.1
32474,26.4
32475,26.8
32476,24.3
32477,24.1
32478,24.0
32479,24.0
32480,25.7
32481,31.0
32482,30.6
32483,33.6
32484,36.1
32485,33.7
32486,33.6
32487,32.6
32488,34.1
32489,30.1
32490,29.3
32491,28.4
32492,28.1
32493,27.8
32494,27.5
32495,27.5
32496,28.3
32497,26.8
32498,26.8
32499,26.6
32500,27.8
32501,26.3
32502,26.3
32503,28.3
32504,28.3
32505,30.3
32506,32.3
32507,32.2
32508,32.1
32509,32.1
32510,31.6
32511,29.9
32512,29.5
32513,29.5
32514,26.3
32515,26.1
32516,25.8
32517,26.0
32518,25.9
32519,26.3
32520,26.0
32521,26.0
32522,26.2
32523,25.7
32524,26.2
32525,26.4
32526,26.4
32527,26.0
32528,26.4
32529,25.9
32530,26.8
32531,26.6
32532,26.5
32533,25.4
32534,23.8
32535,25.1
32536,25.1
32537,25.9
32538,25.9
32539,26.0
32540,25.9
32541,25.9
32542,25.8
32543,26.1
32544,26.1
32545,26.1
32546,25.9
32547,25.8
32548,25.8
32549,25.8
32550,25.9
32551,25.4
32552,25.9
32553,20.8
32554,28.0
32555,24.2
32556,28.7
32557,27.3
32558,31.2
32559,31.2
32560,30.7
32561,30.6
32562,28.9
32563,28.3
32564,28.1
32565,27.9
32566,27.5
32567,27.6
32568,26.7
32569,27.2
32570,27.1
32571,26.8
32572,26.8
32573,26.0
32574,26.8
32575,27.2
32576,26.3
32577,26.7
32578,27.2
32579,27.2
32580,25.9
32581,26.6
32582,27.0
32583,27.0
32584,27.0
32585,26.8
32586,26.6
32587,25.9
32588,25.0
32589,25.3
32590,24.9
32591,25.100000000000005
32592,24.9
32593,25.6
32594,25.6
32595,25.6
32596,25.5
32597,25.1
32598,24.7
32599,24.8
32600,27.1
32601,28.0
32602,28.7
32603,28.0
32604,28.5
32605,30.5
32606,29.2
32607,30.7
32608,29.2
32609,28.9
32610,27.6
32611,27.2
32612,26.3
32613,27.1
32614,26.7
32615,26.9
32616,27.1
32617,27.1
32618,26.899999999999995
32619,26.2
32620,26.899999999999995
32621,26.6
32622,26.6
32623,26.4
32624,26.6
32625,26.8
32626,26.7
32627,27.1
32628,26.8
32629,26.5
32630,26.5
32631,26.8
32632,26.5
32633,26.5
32634,26.7
32635,26.5
32636,26.7
32637,26.9
32638,26.8
32639,26.7
32640,26.6
32641,26.5
32642,27.0
32643,26.2
32644,26.4
32645,26.5
32646,26.6
32647,26.5
32648,27.2
32649,27.7
32650,28.5
32651,28.4
32652,28.3
32653,28.1
32654,28.0
32655,28.4
32656,28.5
32657,27.9
32658,27.5
32659,27.3
32660,26.9
32661,26.9
32662,26.7
32663,26.399999999999995
32664,26.3
32665,25.9
32666,26.9
32667,25.9
32668,26.8
32669,25.7
32670,25.7
32671,25.9
32672,26.5
32673,26.7
32674,28.4
32675,31.2
32676,30.2
32677,30.4
32678,32.9
32679,31.0
32680,28.6
32681,28.6
32682,27.5
32683,27.3
32684,26.8
32685,26.9
32686,26.8
32687,26.9
32688,26.3
32689,25.4
32690,26.3
32691,26.0
32692,25.4
32693,25.4
32694,25.4
32695,25.4
32696,25.4
32697,25.7
32698,29.7
32699,29.2
32700,28.5
32701,28.2
32702,27.2
32703,27.1
32704,26.7
32705,26.4
32706,26.1
32707,26.1
32708,26.1
32709,25.8
32710,25.8
32711,25.8
32712,25.1
32713,24.9
32714,24.8
32715,24.8
32716,24.1
32717,24.0
32718,23.9
32719,23.8
32720,23.3
32721,23.3
32722,23.2
32723,23.2
32724,23.3
32725,22.5
32726,22.4
32727,22.4
32728,22.4
32729,22.2
32730,22.3
32731,22.4
32732,22.1
32733,22.3
32734,22.3
32735,22.3
32736,21.8
32737,21.8
32738,21.5
32739,21.5
32740,21.5
32741,20.9
32742,20.9
32743,20.7
32744,20.7
32745,20.7
32746,20.7
32747,20.7
32748,21.3
32749,21.6
32750,22.2
32751,22.6
32752,23.0
32753,22.5
32754,23.0
32755,22.4
32756,27.5
32757,23.0
32758,22.2
32759,23.0
32760,22.2
32761,22.4
32762,22.3
32763,22.0
32764,22.0
32765,21.9
32766,21.9
32767,21.9
32768,22.2
32769,23.5
32770,24.9
32771,22.4
32772,22.6
32773,22.6
32774,23.1
32775,22.6
32776,22.7
32777,22.4
32778,23.0
32779,24.3
32780,23.0
32781,22.9
32782,22.8
32783,22.8
32784,23.5
32785,23.3
32786,23.3
32787,23.3
32788,23.3
32789,23.5
32790,23.6
32791,23.3
32792,24.1
32793,24.8
32794,25.2
32795,25.9
32796,25.8
32797,25.0
32798,25.0
32799,25.0
32800,24.7
32801,24.5
32802,24.3
32803,24.3
32804,24.6
32805,23.0
32806,23.0
32807,26.9
32808,23.6
32809,24.1
32810,24.0
32811,23.9
32812,23.9
32813,25.4
32814,25.4
32815,24.5
32816,25.0
32817,25.8
32818,25.7
32819,26.4
32820,25.7
32821,25.8
32822,25.9
32823,25.9
32824,25.2
32825,24.8
32826,24.7
32827,24.5
32828,24.5
32829,24.7
32830,24.6
32831,24.7
32832,24.9
32833,24.5
32834,25.1
32835,25.1
32836,25.1
32837,25.3
32838,25.4
32839,25.2
32840,25.4
32841,25.6
32842,25.5
32843,25.4
32844,25.7
32845,25.7
32846,25.7
32847,25.9
32848,25.4
32849,25.0
32850,24.7
32851,24.9
32852,24.5
32853,24.5
32854,24.4
32855,24.5
32856,24.9
32857,24.5
32858,23.7
32859,24.4
32860,24.6
32861,24.5
32862,24.4
32863,24.9
32864,25.6
32865,25.8
32866,25.6
32867,25.4
32868,25.2
32869,24.9
32870,24.9
32871,24.9
32872,24.9
32873,25.1
32874,24.9
32875,24.7
32876,24.6
32877,24.5
32878,24.6
32879,24.4
32880,24.6
32881,24.7
32882,24.6
32883,24.6
32884,24.0
32885,24.0
32886,24.2
32887,24.2
32888,24.4
32889,25.4
32890,25.4
32891,25.4
32892,25.8
32893,25.3
32894,25.2
32895,25.2
32896,25.4
32897,25.2
32898,25.2
32899,25.2
32900,25.2
32901,24.9
32902,24.4
32903,24.5
32904,24.4
32905,24.4
32906,24.1
32907,24.2
32908,24.2
32909,24.5
32910,24.2
32911,24.2
32912,26.4
32913,25.9
32914,26.7
32915,26.7
32916,26.7
32917,26.5
32918,25.4
32919,26.0
32920,25.3
32921,24.7
32922,24.7
32923,24.6
32924,24.4
32925,24.4
32926,24.2
32927,24.2
32928,24.1
32929,24.2
32930,24.1
32931,24.3
32932,24.5
32933,24.5
32934,24.5
32935,24.9
32936,25.4
32937,26.6
32938,25.9
32939,25.9
32940,26.0
32941,26.2
32942,25.9
32943,25.8
32944,25.6
32945,25.5
32946,25.8
32947,25.9
32948,26.0
32949,26.0
32950,25.9
32951,25.8
32952,26.2
32953,26.2
32954,26.1
32955,25.9
32956,25.8
32957,25.9
32958,26.1
32959,26.1
32960,26.5
32961,26.6
32962,26.2
32963,26.0
32964,26.2
32965,26.6
32966,24.8
32967,24.8
32968,26.2
32969,26.6
32970,26.0
32971,26.0
32972,25.4
32973,25.1
32974,24.8
32975,23.9
32976,24.3
32977,24.5
32978,23.8
32979,23.7
32980,23.7
32981,23.1
32982,23.1
32983,23.8
32984,23.8
32985,23.7
32986,23.4
32987,23.4
32988,23.3
32989,23.6
32990,23.3
32991,23.8
32992,23.2
32993,23.1
32994,23.4
32995,23.4
32996,22.5
32997,22.5
32998,23.7
32999,22.3
33000,24.6
33001,21.6
33002,21.8
33003,22.2
33004,21.8
33005,21.6
33006,21.3
33007,22.2
33008,22.5
33009,24.8
33010,23.5
33011,24.0
33012,24.6
33013,24.6
33014,25.6
33015,30.7
33016,24.8
33017,24.3
33018,23.8
33019,23.5
33020,22.6
33021,22.1
33022,21.7
33023,21.5
33024,21.2
33025,21.3
33026,21.4
33027,21.4
33028,21.3
33029,20.9
33030,21.1
33031,21.1
33032,22.4
33033,24.8
33034,27.4
33035,27.4
33036,27.4
33037,27.4
33038,27.5
33039,26.7
33040,26.7
33041,25.4
33042,24.7
33043,24.7
33044,24.0
33045,24.0
33046,24.0
33047,23.8
33048,24.0
33049,24.0
33050,24.1
33051,24.1
33052,24.0
33053,24.0
33054,24.4
33055,24.5
33056,25.8
33057,26.1
33058,26.4
33059,26.1
33060,29.0
33061,25.7
33062,24.8
33063,24.2
33064,24.8
33065,24.3
33066,24.0
33067,24.3
33068,24.5
33069,24.6
33070,24.7
33071,24.7
33072,24.8
33073,24.5
33074,24.4
33075,24.4
33076,24.7
33077,24.9
33078,24.9
33079,25.0
33080,25.3
33081,26.1
33082,26.8
33083,26.8
33084,27.1
33085,27.2
33086,27.7
33087,26.5
33088,26.5
33089,26.5
33090,26.5
33091,26.8
33092,26.8
33093,26.8
33094,26.8
33095,27.0
33096,25.8
33097,27.4
33098,27.5
33099,27.3
33100,27.2
33101,27.5
33102,27.3
33103,25.0
33104,27.8
33105,28.4
33106,30.1
33107,31.5
33108,31.2
33109,31.7
33110,30.8
33111,30.8
33112,30.3
33113,29.5
33114,28.8
33115,28.3
33116,27.9
33117,27.7
33118,27.7
33119,27.4
33120,27.3
33121,27.2
33122,27.2
33123,27.1
33124,27.0
33125,27.0
33126,25.1
33127,24.7
33128,26.7
33129,28.1
33130,28.5
33131,28.5
33132,29.6
33133,29.9
33134,29.9
33135,29.5
33136,28.9
33137,27.7
33138,27.2
33139,26.7
33140,25.7
33141,25.1
33142,25.8
33143,25.3
33144,25.0
33145,24.8
33146,24.9
33147,24.8
33148,24.1
33149,22.9
33150,23.2
33151,23.4
33152,23.8
33153,23.8
33154,23.9
33155,23.9
33156,23.8
33157,23.4
33158,23.9
33159,24.3
33160,22.3
33161,22.3
33162,22.1
33163,22.1
33164,22.2
33165,22.3
33166,22.3
33167,21.9
33168,21.7
33169,21.9
33170,21.8
33171,21.9
33172,21.5
33173,21.5
33174,21.9
33175,21.9
33176,23.8
33177,21.9
33178,22.6
33179,23.6
33180,26.1
33181,24.3
33182,29.3
33183,28.0
33184,24.6
33185,25.9
33186,25.4
33187,23.2
33188,23.2
33189,23.2
33190,22.9
33191,24.8
33192,22.8
33193,22.5
33194,22.7
33195,22.5
33196,22.5
33197,22.7
33198,22.7
33199,22.7
33200,25.1
33201,27.3
33202,23.8
33203,24.2
33204,27.0
33205,26.3
33206,26.4
33207,26.4
33208,25.9
33209,25.4
33210,24.8
33211,24.4
33212,24.1
33213,23.7
33214,22.9
33215,23.3
33216,23.2
33217,23.4
33218,23.6
33219,23.4
33220,23.8
33221,23.4
33222,23.2
33223,23.2
33224,23.8
33225,23.8
33226,26.5
33227,26.5
33228,28.9
33229,29.3
33230,28.0
33231,28.0
33232,27.0
33233,26.4
33234,25.6
33235,25.3
33236,25.1
33237,24.8
33238,24.6
33239,24.6
33240,23.9
33241,23.5
33242,23.5
33243,23.4
33244,23.5
33245,23.1
33246,23.1
33247,23.9
33248,25.7
33249,27.4
33250,28.4
33251,28.4
33252,29.1
33253,28.8
33254,30.7
33255,27.7
33256,27.0
33257,26.4
33258,25.6
33259,25.8
33260,25.8
33261,25.4
33262,25.1
33263,24.9
33264,24.6
33265,24.6
33266,24.4
33267,24.5
33268,24.1
33269,24.1
33270,24.2
33271,24.8
33272,25.1
33273,25.8
33274,25.7
33275,26.7
33276,26.3
33277,26.3
33278,25.3
33279,25.2
33280,25.0
33281,24.9
33282,24.9
33283,24.6
33284,24.1
33285,24.4
33286,23.2
33287,23.0
33288,23.1
33289,23.1
33290,22.2
33291,22.9
33292,22.2
33293,23.1
33294,23.2
33295,23.2
33296,23.8
33297,25.3
33298,26.2
33299,26.5
33300,26.5
33301,26.5
33302,26.5
33303,26.4
33304,26.0
33305,25.5
33306,25.0
33307,24.4
33308,23.3
33309,23.3
33310,24.2
33311,26.1
33312,24.3
33313,23.6
33314,23.8
33315,23.9
33316,24.1
33317,24.0
33318,24.5
33319,24.9
33320,24.8
33321,24.1
33322,26.7
33323,26.4
33324,28.8
33325,29.0
33326,29.1
33327,29.1
33328,29.6
33329,27.3
33330,27.3
33331,27.6
33332,28.6
33333,25.9
33334,26.0
33335,26.1
33336,25.8
33337,25.8
33338,25.5
33339,25.5
33340,26.5
33341,25.8
33342,25.8
33343,25.9
33344,26.2
33345,27.4
33346,29.6
33347,30.3
33348,31.0
33349,29.6
33350,29.5
33351,28.7
33352,26.6
33353,27.5
33354,26.9
33355,26.6
33356,26.6
33357,25.9
33358,26.2
33359,26.2
33360,26.1
33361,26.2
33362,26.2
33363,26.1
33364,26.1
33365,25.9
33366,25.9
33367,25.8
33368,24.8
33369,26.2
33370,26.2
33371,27.8
33372,27.8
33373,28.3
33374,28.6
33375,28.8
33376,28.2
33377,27.1
33378,26.2
33379,25.8
33380,25.7
33381,25.8
33382,26.1
33383,25.5
33384,26.7
33385,26.5
33386,26.5
33387,26.7
33388,26.2
33389,26.2
33390,25.7
33391,26.3
33392,27.9
33393,29.3
33394,30.3
33395,31.2
33396,31.5
33397,29.5
33398,28.8
33399,28.2
33400,28.2
33401,28.1
33402,27.2
33403,27.0
33404,26.4
33405,26.1
33406,26.1
33407,26.1
33408,25.9
33409,25.8
33410,25.6
33411,25.6
33412,25.3
33413,25.2
33414,25.0
33415,25.2
33416,27.7
33417,27.4
33418,30.3
33419,30.1
33420,29.8
33421,31.0
33422,31.0
33423,29.3
33424,29.3
33425,29.3
33426,29.5
33427,26.5
33428,26.5
33429,26.7
33430,26.6
33431,26.1
33432,25.0
33433,25.0
33434,25.0
33435,24.3
33436,24.0
33437,24.0
33438,24.1
33439,24.3
33440,23.9
33441,23.9
33442,23.9
33443,23.9
33444,23.5
33445,23.5
33446,24.0
33447,24.0
33448,23.6
33449,23.3
33450,23.3
33451,23.2
33452,23.3
33453,23.8
33454,24.1
33455,24.2
33456,24.2
33457,24.2
33458,24.3
33459,24.5
33460,24.5
33461,24.5
33462,24.1
33463,24.9
33464,25.0
33465,25.0
33466,24.9
33467,25.4
33468,25.3
33469,25.5
33470,25.3
33471,24.9
33472,24.9
33473,24.9
33474,24.7
33475,25.4
33476,25.4
33477,24.7
33478,24.9
33479,24.9
33480,24.7
33481,24.5
33482,24.5
33483,24.5
33484,24.6
33485,24.8
33486,25.0
33487,24.7
33488,25.2
33489,25.3
33490,25.3
33491,27.8
33492,26.6
33493,26.6
33494,25.3
33495,24.7
33496,24.9
33497,24.7
33498,24.6
33499,24.7
33500,24.4
33501,24.5
33502,23.8
33503,23.7
33504,23.6
33505,23.6
33506,23.6
33507,23.0
33508,23.0
33509,22.6
33510,22.6
33511,22.2
33512,22.0
33513,22.6
33514,22.6
33515,24.5
33516,22.3
33517,22.3
33518,21.7
33519,22.3
33520,21.5
33521,21.3
33522,20.5
33523,20.7
33524,20.8
33525,20.3
33526,20.3
33527,19.9
33528,20.0
33529,20.4
33530,19.6
33531,19.6
33532,19.4
33533,19.1
33534,19.1
33535,18.9
33536,19.0
33537,20.8
33538,19.1
33539,19.2
33540,19.3
33541,19.1
33542,19.0
33543,19.0
33544,18.9
33545,18.9
33546,18.6
33547,18.6
33548,20.8
33549,20.0
33550,20.0
33551,20.1
33552,20.1
33553,20.1
33554,19.2
33555,22.2
33556,18.8
33557,18.7
33558,18.7
33559,18.7
33560,19.3
33561,20.2
33562,21.0
33563,22.6
33564,21.3
33565,21.1
33566,21.1
33567,20.8
33568,20.6
33569,20.9
33570,20.9
33571,20.8
33572,22.2
33573,20.8
33574,20.8
33575,20.6
33576,20.6
33577,19.9
33578,20.0
33579,20.1
33580,20.0
33581,20.0
33582,20.6
33583,20.3
33584,20.7
33585,21.0
33586,22.1
33587,24.3
33588,22.3
33589,21.2
33590,22.4
33591,21.6
33592,21.7
33593,21.7
33594,21.5
33595,21.4
33596,21.4
33597,21.5
33598,21.4
33599,21.6
33600,21.7
33601,21.9
33602,22.1
33603,22.1
33604,22.1
33605,22.3
33606,22.4
33607,22.4
33608,23.5
33609,25.5
33610,26.7
33611,27.8
33612,27.9
33613,28.1
33614,27.0
33615,27.1
33616,26.8
33617,26.6
33618,25.5
33619,25.0
33620,24.4
33621,23.7
33622,23.1
33623,21.6
33624,22.4
33625,22.2
33626,22.4
33627,21.7
33628,21.4
33629,21.3
33630,18.9
33631,18.6
33632,19.1
33633,20.2
33634,20.7
33635,21.3
33636,20.8
33637,21.4
33638,21.5
33639,21.5
33640,22.2
33641,20.3
33642,22.1
33643,22.0
33644,21.9
33645,20.6
33646,21.6
33647,21.3
33648,21.2
33649,21.0
33650,20.2
33651,19.6
33652,19.6
33653,19.3
33654,19.3
33655,20.3
33656,20.7
33657,22.6
33658,21.4
33659,21.3
33660,22.1
33661,22.3
33662,22.3
33663,23.4
33664,22.1
33665,21.8
33666,21.3
33667,20.7
33668,20.6
33669,20.6
33670,20.3
33671,19.9
33672,19.7
33673,19.6
33674,19.7
33675,19.7
33676,20.0
33677,19.5
33678,20.0
33679,19.1
33680,21.3
33681,21.3
33682,22.3
33683,23.1
33684,23.5
33685,23.4
33686,22.9
33687,22.6
33688,22.1
33689,21.6
33690,21.0
33691,20.7
33692,20.6
33693,20.6
33694,20.3
33695,20.1
33696,19.8
33697,21.0
