,A0
1872,11403.2
1873,18251.4
1874,23833.0
1875,33259.2
1876,32281.2
1877,15190.9
1878,25925.7
1879,24019.0
1880,33602.3
1881,27112.9
1882,29773.2
1883,1415.58
1884,33091.4
1885,16060.3
1886,5752.68
1887,33451.1
1888,25842.7
1889,31165.2
1890,2122.71
1891,11688.4
1892,21495.8
1893,27934.1
1894,1059.91
1895,5916.68
1896,32500.0
1897,26973.7
1898,17393.3
1899,16618.7
1900,9699.18
1901,16434.8
1902,9311.12
1903,24245.3
1904,28281.0
1905,11538.3
1906,26413.1
1907,30060.8
1908,7581.25
1909,30372.5
1910,13944.7
1911,16227.3
1912,8117.63
1913,3436.04
1914,12087.1
1915,13088.1
1916,24286.8
1917,33438.1
1918,32460.0
1919,11462.7
1920,21149.4
1921,20774.8
1922,32931.2
1923,6585.39
1924,33925.1
1925,8643.08
1926,33567.9
1927,15070.8
1928,9146.0
1929,31319.7
1930,32845.7
1931,18667.2
1932,29676.4
1933,18464.2
1934,7073.42
1935,10286.1
1936,16918.8
1937,19477.9
1938,18910.4
1939,2965.66
1940,25101.2
1941,21192.7
1942,16987.3
1943,32512.3
1944,4497.56
1945,18611.0
1946,18320.7
1947,32980.4
1948,21753.1
1949,25271.4
1950,11113.5
1951,13716.4
1952,27355.3
1953,30396.7
1954,7994.51
1955,23375.3
1956,13582.3
1957,18232.0
1958,4721.25
1959,18559.2
1960,25393.5
1961,34372.8
1962,2547.68
1963,2654.71
1964,26707.4
1965,35817.5
1966,20555.9
1967,21380.8
1968,11355.9
1969,1733.02
1970,35245.4
1971,28314.3
1972,31292.9
1973,13682.9
1974,34734.2
1975,7941.28
1976,10436.3
1977,10500.7
1978,30826.7
1979,26351.1
1980,16371.6
1981,25884.4
1982,27438.9
1983,23342.9
1984,21668.6
1985,19587.4
1986,28615.3
1987,12469.2
1988,17894.8
1989,17382.6
1990,28557.2
1991,3537.54
1992,6508.15
1993,16793.0
1994,15166.0
1995,8835.58
1996,3687.65
1997,13518.5
1998,17116.4
1999,22855.9
2000,26238.7
2001,32178.1
2002,11880.2
2003,32432.7
2004,17371.6
2005,3388.14
2006,26215.9
2007,30886.1
2008,29805.4
2009,14706.3
2010,16893.3
2011,6875.79
2012,27274.2
2013,27701.2
2014,29002.9
2015,27789.4
2016,27847.9
2017,11327.7
2018,20681.4
2019,15135.7
2020,11167.5
2021,12739.6
2022,33099.0
2023,31340.9
2024,1246.78
2025,22029.8
2026,18689.3
2027,23614.9
2028,14116.7
2029,12468.0
2030,21252.0
2031,34887.3
2032,29061.7
2033,31188.1
2034,18791.1
2035,32978.6
2036,22519.7
2037,10013.4
2038,33425.0
2039,14132.1
2040,14879.2
2041,31388.8
2042,24402.8
2043,9050.34
2044,18432.9
2045,32530.4
2046,9519.34
2047,13433.1
2048,12608.6
2049,30804.0
2050,17104.8
2051,10944.3
2052,8554.87
2053,26854.5
2054,1349.12
2055,13727.1
2056,439.331
2057,31130.5
2058,29726.9
2059,25323.7
2060,31695.2
2061,19917.7
2062,29813.3
2063,23130.2
2064,28835.6
2065,9725.4
2066,24843.8
2067,22170.1
2068,4862.82
2069,32177.4
2070,5175.07
2071,9942.77
2072,31165.9
2073,30645.3
2074,17766.0
2075,19949.2
2076,28354.0
2077,30572.5
2078,7646.21
2079,26727.8
2080,3611.97
2081,29233.9
2082,6307.9
2083,11344.8
2084,13330.9
2085,8790.56
2086,31401.7
2087,21563.1
2088,16044.8
2089,15723.7
2090,25364.1
2091,6586.31
2092,11943.4
2093,25667.8
2094,24439.5
2095,10019.5
2096,29156.9
2097,20150.9
2098,34479.7
2099,13375.3
2100,9514.45
2101,20715.0
2102,19851.6
2103,22558.9
2104,4659.5
2105,22753.6
2106,14947.4
2107,31731.1
2108,24971.0
2109,25901.9
2110,18051.4
2111,27874.9
2112,6998.0
2113,5200.72
2114,20502.9
2115,32934.7
2116,7616.62
2117,16132.9
2118,34197.2
2119,29200.2
2120,10097.1
2121,25051.0
2122,29453.6
2123,7962.96
2124,23624.2
2125,13104.5
2126,12464.4
2127,23830.7
2128,8867.16
2129,7628.05
2130,20557.3
2131,32530.1
2132,24678.4
2133,10290.0
2134,29519.6
2135,9244.27
2136,27769.0
2137,29913.1
2138,13515.4
2139,34546.2
2140,23493.7
2141,5401.46
2142,16835.5
2143,23975.4
2144,13918.9
2145,8258.68
2146,16104.1
2147,14385.8
2148,24438.6
2149,20523.0
2150,10147.6
2151,5589.48
2152,23777.0
2153,1899.12
2154,18456.7
2155,18801.9
2156,18978.2
2157,11276.1
2158,8549.52
2159,25038.4
2160,33818.1
2161,27470.0
2162,13047.8
2163,27234.7
2164,29667.2
2165,20578.1
2166,4790.65
2167,10286.8
2168,25868.3
2169,3723.38
2170,27831.7
2171,24095.9
2172,14434.9
2173,9878.72
2174,34678.9
2175,11270.6
2176,27628.9
2177,4226.36
2178,31810.0
2179,8375.06
2180,13147.5
2181,18007.6
2182,3522.65
2183,27288.8
2184,15772.8
2185,27584.1
2186,13245.8
2187,17465.1
2188,7423.27
2189,33395.4
2190,12503.5
2191,12452.2
2192,18000.9
2193,15303.2
2194,24429.6
2195,29587.8
2196,12691.2
2197,14092.8
2198,5203.43
2199,12707.3
2200,3154.21
2201,31983.5
2202,29220.0
2203,17071.9
2204,10405.5
2205,22322.5
2206,8033.7
2207,32909.7
2208,6190.51
2209,3652.96
2210,20068.6
2211,19139.7
2212,9793.2
2213,16531.2
2214,8909.0
2215,29859.5
2216,4335.31
2217,5946.01
2218,23342.4
2219,22732.2
2220,6748.75
2221,9581.03
2222,9888.9
2223,31420.4
2224,27267.4
2225,3536.0
2226,12641.0
2227,14058.9
2228,18859.7
2229,13846.4
2230,31160.2
2231,23763.1
2232,6306.75
2233,29915.0
2234,29095.5
2235,14743.9
2236,11757.7
2237,21604.2
2238,33153.7
2239,13011.9
2240,21673.6
2241,11029.6
2242,13420.7
2243,1319.32
2244,29550.0
2245,4966.73
2246,14870.8
2247,24681.7
2248,7530.03
2249,24811.8
2250,3461.38
2251,16599.5
2252,20169.1
2253,19204.4
2254,7029.13
2255,24982.8
2256,7330.59
2257,25707.1
2258,25818.6
2259,12452.3
2260,3022.3
2261,18434.7
2262,11784.3
2263,33388.2
2264,6393.63
2265,25972.9
2266,25020.0
2267,34132.9
2268,26874.5
2269,26694.9
2270,17616.6
2271,34073.0
2272,32458.4
2273,4471.88
2274,3958.89
2275,24712.4
2276,7146.42
2277,33860.3
2278,9077.43
2279,9478.3
2280,10441.1
2281,13971.0
2282,29023.2
2283,17190.3
2284,6491.18
2285,25190.0
2286,12396.0
2287,9382.52
2288,21816.5
2289,6514.57
2290,25144.7
2291,34920.4
2292,11238.7
2293,8171.02
2294,11766.0
2295,13446.1
2296,24178.3
2297,28119.3
2298,4818.17
2299,5110.99
2300,24285.9
2301,6309.75
2302,24578.1
2303,16978.9
2304,8710.23
2305,18574.0
2306,23836.5
2307,10838.0
2308,26312.9
2309,23560.9
2310,13156.9
2311,31412.6
2312,34081.4
2313,3193.47
2314,28493.0
2315,3490.55
2316,30829.2
2317,11577.5
2318,3509.38
2319,19420.0
2320,25934.8
2321,22032.5
2322,23168.6
2323,8444.37
2324,30472.4
2325,20974.1
2326,23107.0
2327,19120.9
2328,27187.6
2329,34657.7
2330,32247.6
2331,9803.28
2332,12315.2
2333,16182.6
2334,26865.1
2335,8145.5
2336,10721.7
2337,30507.4
2338,32115.9
2339,29559.8
2340,17879.5
2341,14523.2
2342,17758.4
2343,23359.3
2344,25264.8
2345,19617.0
2346,4870.64
2347,30056.1
2348,19550.0
2349,32620.3
2350,23901.8
2351,9039.31
2352,10833.3
2353,26118.5
2354,14101.9
2355,15856.8
2356,8151.33
2357,7732.65
2358,19019.0
2359,25813.7
2360,33535.2
2361,17505.5
2362,19730.6
2363,20156.4
2364,17916.2
2365,30922.0
2366,15862.8
2367,33278.6
2368,8259.21
2369,12994.1
2370,25553.4
2371,31882.2
2372,33723.0
2373,2730.25
2374,8498.01
2375,31433.0
2376,13787.7
2377,20931.5
2378,15376.2
2379,10044.0
2380,8309.83
2381,10791.3
2382,12130.8
2383,5865.59
2384,27434.8
2385,29338.8
2386,6497.04
2387,16638.5
2388,30526.1
2389,32902.4
2390,20428.7
2391,19953.5
2392,13363.1
2393,11704.1
2394,4124.61
2395,14031.8
2396,27127.0
2397,1674.19
2398,6969.9
2399,1236.88
2400,26031.6
2401,8650.09
2402,25083.7
2403,25646.1
2404,10934.3
2405,31616.5
2406,12365.9
2407,18691.4
2408,6067.31
2409,8636.33
2410,32270.1
2411,27437.9
2412,18142.2
2413,3680.81
2414,18902.9
2415,3493.67
2416,7641.43
2417,18921.6
2418,888.934
2419,24813.3
2420,11634.0
2421,17559.4
2422,30632.7
2423,5786.62
2424,17910.0
2425,24162.6
2426,32953.4
2427,25925.1
2428,30136.2
2429,4660.0
2430,24341.8
2431,9455.22
2432,4217.61
2433,19982.6
2434,8195.38
2435,30396.7
2436,24000.9
2437,22118.8
2438,11705.8
2439,2050.43
2440,31672.7
2441,34898.0
2442,21637.2
2443,31107.8
2444,19530.1
2445,25088.0
2446,14502.6
2447,30138.2
2448,31479.6
2449,1926.18
2450,6782.91
2451,2784.05
2452,4955.43
2453,28708.7
2454,11283.1
2455,8996.72
2456,16934.4
2457,14949.1
2458,5418.2
2459,10206.1
2460,10397.6
2461,20513.5
2462,7710.6
2463,29675.9
2464,32438.7
2465,23872.4
2466,18069.0
2467,14988.2
2468,16820.0
2469,20924.9
2470,4045.06
2471,13079.8
2472,1632.99
2473,3536.53
2474,15016.9
2475,7426.16
2476,33175.3
2477,8510.85
2478,10742.1
2479,13596.4
2480,31170.3
2481,4202.41
2482,18160.7
2483,27187.6
2484,22771.6
2485,14694.4
2486,27600.2
2487,5380.46
2488,29264.7
2489,30591.6
2490,4719.27
2491,24214.2
2492,26578.6
2493,26825.9
2494,17569.1
2495,28323.4
2496,15482.8
2497,25712.4
2498,29284.8
2499,1919.29
2500,31223.5
2501,17521.4
2502,33591.3
2503,28757.6
2504,8722.72
2505,31889.3
2506,7402.31
2507,33058.5
2508,29498.7
2509,29317.1
2510,13906.0
2511,10917.0
2512,21537.4
2513,33733.1
2514,10733.8
2515,27952.4
2516,20619.3
2517,10051.0
2518,2541.59
2519,10435.4
2520,21740.7
2521,31156.3
2522,28366.1
2523,22310.3
2524,29040.5
2525,14421.0
2526,32972.5
2527,8896.54
2528,13447.7
2529,3332.23
2530,33209.5
2531,28845.6
2532,8118.95
2533,22839.1
2534,32078.0
2535,15674.3
2536,28557.8
2537,23161.1
2538,8020.03
2539,31784.3
2540,33196.2
2541,17959.9
2542,6612.91
2543,15762.4
2544,32779.6
2545,7973.21
2546,18145.7
2547,15496.9
2548,10475.1
2549,30618.9
2550,10866.4
2551,31747.6
2552,18729.7
2553,30103.3
2554,25576.4
2555,6887.49
2556,8326.62
2557,13616.6
2558,12548.0
2559,33792.1
2560,25890.0
2561,20158.8
2562,22738.8
2563,13744.9
2564,24729.0
2565,29286.0
2566,15167.6
2567,23287.6
2568,23469.3
2569,931.944
2570,4639.81
2571,14342.3
2572,14034.2
2573,27331.9
2574,21142.8
2575,23509.7
2576,13921.8
2577,6339.62
2578,16498.2
2579,24996.0
2580,13353.0
2581,13317.0
2582,7934.84
2583,30115.2
2584,17186.9
2585,20210.9
2586,29570.3
2587,23660.7
2588,15660.6
2589,17527.4
2590,30987.6
2591,14500.8
2592,17807.1
2593,28127.6
2594,26011.4
2595,30020.1
2596,18649.4
2597,11750.9
2598,12573.9
2599,11347.3
2600,8092.22
2601,31662.3
2602,3186.82
2603,32736.9
2604,23222.3
2605,10817.4
2606,14124.7
2607,24285.1
2608,31465.9
2609,16016.0
2610,3679.26
2611,27219.6
2612,8861.83
2613,10625.0
2614,29876.3
2615,6512.4
2616,5824.95
2617,12054.6
2618,22631.6
2619,8797.11
2620,12745.4
2621,30881.7
2622,13531.2
2623,13059.8
2624,21922.0
2625,28776.0
2626,13636.6
2627,28312.5
2628,1896.12
2629,28894.2
2630,33076.6
2631,31858.1
2632,3414.1
2633,33350.4
2634,34759.2
2635,32135.5
2636,3981.51
2637,24157.7
2638,17470.6
2639,19397.9
2640,31455.6
2641,14573.6
2642,17366.4
2643,21953.8
2644,17675.3
2645,17226.3
2646,2228.88
2647,19779.0
2648,20229.9
2649,34091.6
2650,4882.36
2651,8713.71
2652,11549.5
2653,4553.19
2654,8631.42
2655,33690.1
2656,32661.1
2657,29349.2
2658,32731.6
2659,13289.2
2660,14041.8
2661,25427.3
2662,14637.4
2663,12488.9
2664,21717.2
2665,11177.9
2666,32851.2
2667,5824.17
2668,4273.72
2669,23764.7
2670,17112.1
2671,22135.1
2672,10961.4
2673,21317.5
2674,25987.3
2675,18931.5
2676,19701.6
2677,23931.2
2678,29574.4
2679,8624.09
2680,9771.15
2681,31362.5
2682,24170.8
2683,21852.3
2684,9133.29
2685,15065.3
2686,1156.01
2687,6013.15
2688,23428.3
2689,34662.8
2690,20805.9
2691,8033.96
2692,4119.21
2693,23932.0
2694,31576.1
2695,5546.27
2696,24441.8
2697,17564.7
2698,21943.8
2699,26827.0
2700,30238.6
2701,23424.4
2702,9831.97
2703,8285.06
2704,21275.6
2705,11486.6
2706,5294.19
2707,17575.7
2708,2190.9
2709,26052.0
2710,31590.6
2711,25273.5
2712,10450.9
2713,29704.3
2714,15092.9
2715,6127.89
2716,14512.5
2717,15881.5
2718,10134.4
2719,7357.76
2720,11658.6
2721,25811.7
2722,5638.35
2723,13871.8
2724,35033.3
2725,2280.9
2726,19260.1
2727,335.033
2728,20234.1
2729,20927.6
2730,17490.3
2731,18961.1
2732,7912.43
2733,25357.1
2734,19836.5
2735,26593.7
2736,26993.4
2737,10640.5
2738,15457.9
2739,28045.9
2740,11211.1
2741,10234.8
2742,14251.8
2743,12103.9
2744,10565.2
2745,9550.04
2746,26152.3
2747,18647.7
2748,28358.9
2749,12451.7
2750,19356.2
2751,29341.5
2752,7097.89
2753,30540.4
2754,13582.8
2755,17549.3
2756,26225.1
2757,18704.4
2758,21833.8
2759,19698.9
2760,6845.75
2761,8174.42
2762,33482.3
2763,22488.4
2764,2440.92
2765,3809.81
2766,8612.78
2767,6901.65
2768,6597.69
2769,19551.0
2770,2739.66
2771,10381.3
2772,1315.96
2773,11045.6
2774,2032.35
2775,27242.7
2776,10705.4
2777,29204.5
2778,20703.4
2779,10792.7
2780,26264.7
2781,23384.3
2782,8888.95
2783,21067.4
2784,3880.01
2785,3676.85
2786,6517.91
2787,23665.8
2788,10847.8
2789,15692.1
2790,4484.44
2791,23720.1
2792,26443.2
2793,17162.9
2794,17869.3
2795,34295.8
2796,2422.08
2797,23188.5
2798,29531.8
2799,11384.2
2800,22994.0
2801,2499.93
2802,29867.3
2803,14351.1
2804,17909.0
2805,12473.0
2806,30365.7
2807,7068.35
2808,31632.0
2809,4222.33
2810,14229.0
2811,20602.0
2812,5946.95
2813,24310.7
2814,5803.95
2815,1355.09
2816,34719.4
2817,6387.4
2818,14068.2
2819,22579.5
2820,3729.17
2821,18112.8
2822,11024.3
2823,26061.0
2824,7238.15
2825,27622.3
2826,23314.7
2827,21867.6
2828,17293.2
2829,31854.5
2830,21081.9
2831,32183.4
2832,32473.0
2833,32050.0
2834,11416.3
2835,31878.6
2836,19444.3
2837,12784.5
2838,25522.1
2839,6527.2
2840,8069.74
2841,25936.2
2842,10094.9
2843,28327.8
2844,15413.5
2845,31272.3
2846,19335.7
2847,19613.1
2848,25595.4
2849,22067.0
2850,27642.4
2851,11998.2
2852,12074.1
2853,4142.99
2854,9594.22
2855,24844.0
2856,23839.9
2857,19084.6
2858,29875.3
2859,14204.1
2860,25521.3
2861,28415.9
2862,30432.2
2863,26259.7
2864,25818.4
2865,26287.8
2866,32695.2
2867,12080.1
2868,8403.19
2869,28735.5
2870,22574.1
2871,700.797
2872,23406.0
2873,2402.1
2874,23676.8
2875,29773.3
2876,12706.4
2877,22499.4
2878,10698.1
2879,30141.5
2880,18397.8
2881,16825.2
2882,17853.3
2883,17999.1
2884,11055.5
2885,29092.7
2886,9304.27
2887,4252.95
2888,4864.41
2889,33212.8
2890,22420.7
2891,16207.6
2892,7390.02
2893,19818.3
2894,28520.0
2895,28053.3
2896,20860.8
2897,31523.1
2898,17447.7
2899,12076.0
2900,18899.2
2901,32339.5
2902,10634.5
2903,12319.5
2904,15281.9
2905,31832.0
2906,15778.5
2907,14658.4
2908,16077.0
2909,14069.9
2910,18867.6
2911,16444.4
2912,30526.4
2913,4174.13
2914,31806.7
2915,9790.63
2916,3979.96
2917,4972.01
2918,13288.0
2919,22698.5
2920,28448.5
2921,16404.9
2922,10105.9
2923,23392.8
2924,13088.9
2925,5365.02
2926,29716.8
2927,18408.5
2928,15008.5
2929,34983.0
2930,15926.1
2931,13130.0
2932,20412.0
2933,4311.51
2934,28157.8
2935,12898.6
2936,1839.76
2937,29192.7
2938,7714.11
2939,11849.4
2940,16959.3
2941,14319.3
2942,5097.1
2943,34078.4
2944,9827.69
2945,15817.1
2946,14229.3
2947,6525.5
2948,12911.9
2949,23474.3
2950,27116.7
2951,34207.5
2952,22879.5
2953,14295.3
2954,20424.7
2955,7564.93
2956,13370.6
2957,31619.7
2958,4979.77
2959,8537.04
2960,23467.7
2961,11217.8
2962,17011.8
2963,11383.6
2964,4399.63
2965,12051.8
2966,33749.7
2967,21923.2
2968,19091.2
2969,14022.3
2970,26175.2
2971,7850.68
2972,26720.3
2973,9476.13
2974,11674.4
2975,27883.8
2976,5818.29
2977,2653.16
2978,11906.3
2979,9560.82
2980,27662.5
2981,26062.6
2982,25389.2
2983,30976.2
2984,27340.6
2985,31606.9
2986,23251.1
2987,27188.9
2988,29030.6
2989,31325.1
2990,1815.24
2991,5170.96
2992,10477.8
2993,15644.6
2994,4867.17
2995,20246.2
2996,15998.9
2997,9376.29
2998,30765.5
2999,17422.6
3000,19285.2
3001,2541.33
3002,27530.2
3003,27601.8
3004,17138.0
3005,7581.24
3006,32287.9
3007,26511.9
3008,28565.3
3009,28790.8
3010,31528.6
3011,12168.7
3012,7703.07
3013,5538.04
3014,10071.7
3015,30312.6
3016,9073.62
3017,22484.0
3018,13241.2
3019,24572.7
3020,30459.5
3021,11861.4
3022,23591.5
3023,19456.5
3024,27326.9
3025,23139.2
3026,34532.7
3027,31893.1
3028,13633.7
3029,24655.6
3030,7008.37
3031,18858.7
3032,5985.45
3033,20874.5
3034,5018.88
3035,29033.7
3036,22447.1
3037,24356.4
3038,11253.0
3039,1743.29
3040,3424.78
3041,9770.65
3042,25828.1
3043,12781.4
3044,15295.8
3045,5893.42
3046,20637.1
3047,27020.5
3048,7000.59
3049,21562.7
3050,25515.5
3051,21485.9
3052,8895.87
3053,8437.33
3054,22750.4
3055,32303.7
3056,31772.9
3057,26496.8
3058,28202.5
3059,27916.8
3060,35863.7
3061,15373.1
3062,4796.4
3063,34503.9
3064,30111.8
3065,16690.8
3066,10099.5
3067,10575.4
3068,14553.1
3069,2993.24
3070,8048.89
3071,17871.6
3072,28945.8
3073,9379.95
3074,29975.6
3075,34099.7
3076,32853.7
3077,19240.3
3078,33166.7
3079,5942.34
3080,15173.4
3081,18384.7
3082,22286.3
3083,29309.8
3084,33455.7
3085,34618.4
3086,35498.0
3087,12286.7
3088,12775.7
3089,26818.7
3090,33781.6
3091,3508.47
3092,8698.58
3093,12559.2
3094,6398.54
3095,17229.7
3096,28645.7
3097,12544.3
3098,9831.72
3099,17973.0
3100,1452.78
3101,27992.7
3102,28310.7
3103,17258.5
3104,33394.4
3105,11996.8
3106,33082.2
3107,15249.2
3108,30851.7
3109,17516.1
3110,12455.1
3111,27813.5
3112,13202.7
3113,11444.3
3114,12816.0
3115,4373.12
3116,26838.5
3117,13356.0
3118,7977.22
3119,11661.6
3120,29306.2
3121,20525.5
3122,9436.54
3123,2218.61
3124,9657.5
3125,29954.1
3126,23653.6
3127,8377.69
3128,17141.9
3129,21999.5
3130,19888.2
3131,24458.2
3132,13932.1
3133,8761.35
3134,4407.26
3135,24879.7
3136,23311.0
3137,12898.7
3138,1792.16
3139,8479.25
3140,24534.1
3141,32781.9
3142,3039.59
3143,10882.8
3144,27965.0
3145,20779.3
3146,14345.1
3147,23570.8
3148,21421.0
3149,31194.2
3150,9167.43
3151,32490.8
3152,31439.4
3153,12324.4
3154,3432.94
3155,19804.7
3156,30259.9
3157,6214.9
3158,6358.66
3159,30020.8
3160,34528.4
3161,7938.09
3162,780.521
3163,3001.67
3164,34167.5
3165,30522.6
3166,4552.83
3167,21984.1
3168,22975.3
3169,32106.8
3170,26237.2
3171,15148.9
3172,13839.8
3173,32774.3
3174,8678.06
3175,13271.0
3176,32751.3
3177,17795.7
3178,6959.32
3179,7765.82
3180,8481.8
3181,17923.9
3182,27252.8
3183,25409.9
3184,19421.3
3185,24134.6
3186,9986.2
3187,4520.09
3188,10788.1
3189,24267.3
3190,31920.9
3191,21559.3
3192,30135.4
3193,14400.6
3194,10118.0
3195,28413.5
3196,17245.2
3197,32143.1
3198,29281.9
3199,27389.6
3200,2447.51
3201,31904.9
3202,11404.8
3203,25546.6
3204,16893.2
3205,17405.6
3206,34643.8
3207,22136.9
3208,27967.0
3209,19119.8
3210,11148.9
3211,3150.88
3212,27581.3
3213,16575.5
3214,26586.2
3215,28236.8
3216,5221.95
3217,31238.8
3218,8515.04
3219,17300.6
3220,11246.5
3221,20066.7
3222,20645.6
3223,5107.26
3224,10090.2
3225,30192.2
3226,5500.26
3227,12394.5
3228,17140.1
3229,3492.25
3230,18949.4
3231,29261.4
3232,21761.7
3233,26421.7
3234,4137.76
3235,8286.13
3236,34354.4
3237,26480.3
3238,15880.9
3239,33213.2
3240,22620.2
3241,32919.4
3242,3431.79
3243,29816.8
3244,30935.4
3245,22810.3
3246,25165.6
3247,21420.5
3248,21956.9
3249,23111.1
3250,22426.5
3251,3125.17
3252,4655.68
3253,6484.68
3254,10948.8
3255,18356.6
3256,22388.0
3257,9857.9
3258,9178.14
3259,25158.5
3260,25281.9
3261,11919.5
3262,30511.0
3263,10009.6
3264,14706.6
3265,17153.4
3266,11744.5
3267,18573.9
3268,11642.0
3269,17340.7
3270,33302.1
3271,23857.7
3272,7932.37
3273,6355.7
3274,8257.04
3275,28798.0
3276,21469.1
3277,20994.3
3278,29353.7
3279,9621.38
3280,15668.5
3281,7797.78
3282,4930.2
3283,20335.9
3284,18543.1
3285,18479.4
3286,20387.1
3287,21102.7
3288,7686.14
3289,5741.44
3290,17645.2
3291,14454.6
3292,20897.5
3293,14093.9
3294,10508.9
3295,19732.6
3296,9099.58
3297,17677.2
3298,22000.1
3299,25614.4
3300,21431.3
3301,32734.9
3302,18634.2
3303,28896.3
3304,28928.4
3305,10479.4
3306,31607.9
3307,29657.8
3308,23814.5
3309,6469.24
3310,15505.1
3311,12713.9
3312,19767.3
3313,7486.8
3314,9250.32
3315,23715.0
3316,25670.4
3317,10150.6
3318,29480.9
3319,15322.2
3320,13877.5
3321,31111.7
3322,13215.6
3323,12487.5
3324,3968.49
3325,18156.8
3326,15582.0
3327,15283.4
3328,11150.2
3329,26544.4
3330,2301.6
3331,19110.3
3332,9833.19
3333,32956.4
3334,13105.0
3335,29161.3
3336,14247.0
3337,34789.9
3338,31410.3
3339,3934.84
3340,4136.06
3341,25499.5
3342,25337.4
3343,29384.7
3344,16403.3
3345,29923.5
3346,18382.0
3347,34609.9
3348,20798.0
3349,16174.1
3350,19704.7
3351,26445.6
3352,10784.1
3353,16374.6
3354,25537.0
3355,34865.9
3356,17001.5
3357,7650.52
3358,21832.2
3359,10382.1
3360,12076.3
3361,28064.8
3362,6572.44
3363,33145.2
3364,13148.1
3365,29299.5
3366,20830.4
3367,20216.5
3368,5659.14
3369,9001.48
3370,17546.0
3371,9734.64
3372,23860.9
3373,5585.95
3374,5739.91
3375,13320.9
3376,3305.93
3377,31825.7
3378,29258.5
3379,31355.4
3380,12989.1
3381,13588.9
3382,3628.6
3383,29508.4
3384,20483.7
3385,4626.62
3386,10970.3
3387,15458.8
3388,20288.5
3389,22396.9
3390,27497.4
3391,27061.0
3392,11069.1
3393,17282.8
3394,4842.02
3395,25278.9
3396,13468.0
3397,7257.34
3398,14286.9
3399,18978.0
3400,30117.4
3401,24955.1
3402,6987.09
3403,22436.6
3404,13371.1
3405,28722.7
3406,27960.3
3407,35333.0
3408,27402.5
3409,21526.5
3410,14645.4
3411,15969.4
3412,22958.2
3413,10880.3
3414,28686.8
3415,4394.57
3416,9513.48
3417,25297.7
3418,28331.6
3419,6576.05
3420,33010.3
3421,20518.6
3422,5041.42
3423,10621.5
3424,6628.31
3425,14194.4
3426,18979.6
3427,26385.4
3428,10818.5
3429,17114.4
3430,33279.5
3431,20616.7
3432,34363.4
3433,18230.3
3434,16140.2
3435,31027.5
3436,30161.3
3437,25097.1
3438,6090.16
3439,6472.65
3440,21250.4
3441,24263.5
3442,5259.97
3443,28428.6
3444,26937.4
3445,21138.4
3446,5834.42
3447,34642.1
3448,25807.8
3449,19471.0
3450,31095.0
3451,3331.04
3452,16542.1
3453,3103.55
3454,11095.0
3455,22713.4
3456,1577.98
3457,11520.0
3458,15281.8
3459,32651.2
3460,23303.8
3461,12676.6
3462,17515.2
3463,6003.09
3464,12544.7
3465,5561.13
3466,29537.2
3467,13546.6
3468,11231.2
3469,8142.36
3470,11666.9
3471,1191.54
3472,28862.3
3473,8332.62
3474,12863.3
3475,31719.3
3476,19820.6
3477,10187.6
3478,21801.0
3479,1430.23
3480,13266.9
3481,15595.3
3482,18994.4
3483,25983.4
3484,12339.7
3485,25225.2
3486,25698.0
3487,4995.84
3488,19580.5
3489,28632.2
3490,18668.9
3491,6765.0
3492,15532.1
3493,4152.46
3494,33040.4
3495,7042.33
3496,3486.29
3497,24208.1
3498,26880.1
3499,25860.6
3500,13978.1
3501,6357.92
3502,27267.2
3503,6201.91
3504,21426.0
3505,32779.8
3506,2278.98
3507,6832.86
3508,10280.4
3509,1004.13
3510,14081.2
3511,14576.2
3512,19848.3
3513,28225.4
3514,3868.68
3515,7385.35
3516,20749.4
3517,26084.9
3518,7075.69
3519,18857.9
3520,31057.5
3521,31739.8
3522,29183.2
3523,3961.05
3524,8942.67
3525,17443.1
3526,26741.8
3527,4303.65
3528,7589.08
3529,25300.5
3530,25802.9
3531,9598.32
3532,5584.92
3533,30620.8
3534,19964.3
3535,16361.8
3536,10514.3
3537,6589.02
3538,11842.4
3539,15097.7
3540,19388.0
3541,24917.1
3542,9795.45
3543,30957.1
3544,15704.0
3545,13362.9
3546,18972.8
3547,26721.8
3548,17979.6
3549,28669.3
3550,32617.3
3551,6259.68
3552,27524.7
3553,30676.5
3554,31404.6
3555,32410.5
3556,29319.6
3557,27433.4
3558,27937.2
3559,29304.5
3560,30617.2
3561,16642.3
3562,6005.73
3563,26141.3
3564,7139.72
3565,16632.4
3566,11006.4
3567,21992.2
3568,26003.9
3569,17620.1
3570,9647.29
3571,34192.2
3572,26653.3
3573,29546.7
3574,9060.32
3575,18765.3
3576,15665.2
3577,20936.0
3578,17027.6
3579,19821.1
3580,1098.29
3581,34079.6
3582,28471.3
3583,28911.7
3584,18103.2
3585,27996.6
3586,32266.0
3587,6769.56
3588,3803.55
3589,29804.1
3590,22901.8
3591,30173.6
3592,1767.48
3593,11624.6
3594,17524.8
3595,11572.4
3596,27700.2
3597,8359.19
3598,29947.5
3599,21512.3
3600,17863.2
3601,5327.38
3602,4248.14
3603,23572.6
3604,19696.6
3605,20359.7
3606,32674.8
3607,4384.2
3608,26220.1
3609,7676.5
3610,27393.9
3611,3609.48
3612,18503.6
3613,32178.1
3614,3541.99
3615,28444.2
3616,20226.9
3617,7384.74
3618,16998.6
3619,3432.81
3620,20801.9
3621,32245.0
